team_a,team_b,win_a,draw,win_b,dc_win_a,elo_win_a,xgb_win_a,lam_a,lam_b
Bosnia and Herzegovina,Curaçao,0.263407,0.266731,0.469862,0.20903026890566287,0.247339,0.3257705867290497,0.7645,1.3102
Bosnia and Herzegovina,Ecuador,0.281268,0.222954,0.495779,0.0476819514435991,0.215927,0.5463945865631104,0.3279,1.9688
Bosnia and Herzegovina,Germany,0.28601,0.204956,0.509034,0.06622351701128883,0.159182,0.5845902562141418,0.6336,2.5496
Bosnia and Herzegovina,Ivory Coast,0.314167,0.270489,0.415344,0.17089136277526204,0.171993,0.5535256862640381,0.6343,1.3189
Bosnia and Herzegovina,Czech Republic,0.281017,0.271006,0.447976,0.21218382675086012,0.324895,0.3116949200630188,0.8505,1.4477
Bosnia and Herzegovina,Mexico,0.33132,0.240467,0.428214,0.0795162482252225,0.254385,0.6220085620880127,0.472,1.8648
Bosnia and Herzegovina,South Africa,0.380034,0.260445,0.35952,0.24628965134905467,0.296628,0.5664085745811462,0.8552,1.2407
Bosnia and Herzegovina,South Korea,0.337079,0.223984,0.438937,0.08853110186746732,0.199159,0.6705930829048157,0.5436,1.936
Bosnia and Herzegovina,France,0.202181,0.224575,0.573243,0.05928992755218424,0.114309,0.4003710448741913,0.486,2.2622
Bosnia and Herzegovina,Iraq,0.319769,0.274746,0.405485,0.1757243062257319,0.259647,0.4981669783592224,0.6294,1.272
Bosnia and Herzegovina,Norway,0.337209,0.213423,0.449368,0.12466404649947413,0.125388,0.6929739117622375,0.7462,1.9841
Bosnia and Herzegovina,Senegal,0.230204,0.282843,0.486953,0.11273906476272777,0.122163,0.4200380742549896,0.5431,1.6336
Bosnia and Herzegovina,Japan,0.296695,0.20717,0.496134,0.04537132528530746,0.161564,0.6306810975074768,0.4333,2.4114
Bosnia and Herzegovina,Netherlands,0.220892,0.245546,0.533562,0.07722205747192089,0.169944,0.39204874634742737,0.6173,2.3069
Bosnia and Herzegovina,Sweden,0.248878,0.249269,0.501853,0.17911687764365145,0.343132,0.2425510734319687,0.8642,1.7175
Bosnia and Herzegovina,Tunisia,0.309461,0.282145,0.408394,0.16496595882473142,0.231858,0.5014144778251648,0.5978,1.2843
Canada,Algeria,0.461542,0.268083,0.270375,0.5237644243732937,0.203314,0.5980857014656067,1.4683,0.7903
Canada,Argentina,0.352902,0.247504,0.399594,0.13339283903150168,0.212928,0.6611073017120361,0.5509,1.4431
Canada,Austria,0.500441,0.260941,0.238618,0.5245019009381199,0.340176,0.5986461639404297,1.4352,0.7538
Canada,Jordan,0.384083,0.285512,0.330405,0.49478715319093775,0.370239,0.2921108901500702,1.3438,0.7697
Canada,Australia,0.291047,0.293834,0.415119,0.34184324255259596,0.274734,0.2563322186470032,0.97,0.9312
Canada,Paraguay,0.440281,0.282505,0.277215,0.30977763991857216,0.3762,0.6091316938400269,0.8225,0.856
Canada,Turkey,0.493019,0.232761,0.274221,0.5443291002381286,0.211753,0.656968891620636,1.6194,0.862
Canada,United States,0.330555,0.260134,0.409311,0.3597976239020716,0.413698,0.24102109670639038,1.1256,1.0654
Canada,Belgium,0.443824,0.256424,0.299752,0.39015609828225073,0.274544,0.6206871271133423,1.2062,1.0341
Canada,Egypt,0.348659,0.305225,0.346115,0.47146178545711986,0.231814,0.32291486859321594,1.1216,0.6093
Canada,Iran,0.380755,0.295091,0.324154,0.375455137830392,0.277432,0.4633146822452545,1.0777,0.9313
Canada,New Zealand,0.368695,0.275827,0.355478,0.3134668230435025,0.469459,0.3440330922603607,1.0086,1.1219
Canada,Bosnia and Herzegovina,0.640499,0.199635,0.159866,0.7393242892966363,0.457103,0.6869490146636963,2.0995,0.5158
Canada,Qatar,0.542484,0.239487,0.218029,0.6379901403762718,0.492788,0.4915132224559784,1.919,0.7698
Canada,Switzerland,0.38519,0.286292,0.328518,0.418828757162383,0.260176,0.44804278016090393,1.2416,0.9548
Canada,Brazil,0.278839,0.282103,0.439059,0.14606238011460992,0.29961,0.3860160708427429,0.6208,1.4928
Canada,Haiti,0.532623,0.241921,0.225455,0.6662206886488469,0.332653,0.5593730807304382,1.972,0.7033
Canada,Morocco,0.349508,0.292521,0.357971,0.2947662490494603,0.128725,0.5660753846168518,0.7761,0.8515
Canada,Scotland,0.416026,0.261748,0.322226,0.559395728517369,0.320081,0.3555532395839691,1.5282,0.7164
Canada,Cape Verde,0.543494,0.244908,0.211597,0.6989581664897931,0.379305,0.5231295228004456,1.8331,0.474
Canada,Saudi Arabia,0.443787,0.28794,0.268273,0.46944924254035625,0.42966,0.43067240715026855,1.1363,0.6334
Canada,Spain,0.315967,0.283645,0.400388,0.24360267635727023,0.107126,0.5398533344268799,0.902,1.3362
Canada,Uruguay,0.318654,0.287536,0.39381,0.2229627103782667,0.367787,0.37021976709365845,0.6962,1.0927
Canada,Colombia,0.355593,0.266413,0.377994,0.19805138344080048,0.301318,0.542078971862793,0.7603,1.377
Canada,DR Congo,0.400518,0.30792,0.291562,0.5346799365017891,0.244615,0.39362409710884094,1.2823,0.5619
Canada,Portugal,0.396838,0.267116,0.336046,0.33014601689434153,0.259246,0.5619300603866577,1.0893,1.156
Canada,Uzbekistan,0.447559,0.284061,0.26838,0.41539126852210445,0.31684,0.5755558609962463,1.0174,0.6903
Canada,Croatia,0.331983,0.29635,0.371666,0.40364492766013665,0.259457,0.3202224671840668,1.1344,0.8854
Canada,England,0.404953,0.252885,0.342162,0.2650233516879549,0.1372,0.7356026768684387,0.8067,1.0528
Canada,Ghana,0.545401,0.257956,0.196643,0.5892590341523002,0.385502,0.6250225305557251,1.5363,0.6162
Canada,Panama,0.36769,0.272833,0.359477,0.501108699951415,0.313566,0.28498637676239014,1.3871,0.7921
Canada,Curaçao,0.411933,0.258255,0.329812,0.572079034998599,0.331432,0.3243374228477478,1.4769,0.6219
Canada,Ecuador,0.366588,0.286523,0.346889,0.22919939582595894,0.295751,0.5468848943710327,0.6334,0.9345
Canada,Germany,0.405568,0.254903,0.339529,0.35704640593803744,0.227119,0.5845628380775452,1.2241,1.2101
Canada,Ivory Coast,0.446721,0.27842,0.274859,0.4992337346535431,0.24311,0.551193118095398,1.2254,0.626
Canada,Czech Republic,0.467785,0.260736,0.271479,0.5964298020524031,0.413239,0.38981252908706665,1.6431,0.6872
Canada,Mexico,0.442985,0.286612,0.270403,0.33329109729138046,0.339224,0.622416079044342,0.9119,0.8851
Canada,South Africa,0.568612,0.228313,0.203076,0.6258627845243122,0.384404,0.6541178822517395,1.6523,0.5889
Canada,South Korea,0.455777,0.265356,0.278867,0.36979787793909996,0.276049,0.6703731417655945,1.0501,0.9189
Canada,France,0.305739,0.277742,0.416519,0.30213447528714715,0.168657,0.41210490465164185,0.939,1.0737
Canada,Iraq,0.456535,0.279383,0.264081,0.5026213385427952,0.344994,0.4977512061595917,1.2159,0.6037
Canada,Norway,0.469281,0.239181,0.291538,0.4779486889621068,0.183458,0.6760907173156738,1.4417,0.9417
Canada,Senegal,0.344794,0.312239,0.342967,0.4040303118739463,0.179175,0.4144934415817261,1.0492,0.7754
Canada,Japan,0.389336,0.269531,0.341133,0.2576634784829328,0.230116,0.6307756900787354,0.8371,1.1446
Canada,Netherlands,0.342758,0.293351,0.363891,0.37269747947993814,0.240573,0.39187365770339966,1.1925,1.095
Canada,Sweden,0.432835,0.248947,0.318218,0.5688861112653296,0.431282,0.30818435549736023,1.6697,0.8152
Canada,Tunisia,0.442206,0.289467,0.268328,0.4819902253199461,0.314043,0.5017417073249817,1.1549,0.6096
Qatar,Algeria,0.356785,0.261938,0.381277,0.27457161365911986,0.118175,0.6121552586555481,1.1343,1.522
Qatar,Argentina,0.300173,0.18441,0.515416,0.03250935855667871,0.124699,0.6795925498008728,0.4255,2.7791
Qatar,Austria,0.38197,0.259384,0.358646,0.2799429067202223,0.221365,0.5970351099967957,1.1087,1.4516
Qatar,Jordan,0.240566,0.275232,0.484201,0.2562765609063217,0.247425,0.22088247537612915,1.0381,1.4824
Qatar,Australia,0.193156,0.260214,0.54663,0.14403772221328062,0.169111,0.2566515803337097,0.7494,1.7932
Qatar,Paraguay,0.306355,0.263939,0.429705,0.13293475413395037,0.25276,0.5070145726203918,0.6354,1.6485
Qatar,Turkey,0.381638,0.23053,0.387832,0.2806728526641039,0.123896,0.6687284111976624,1.251,1.6601
Qatar,United States,0.192185,0.226445,0.58137,0.14306658646755172,0.287684,0.16583210229873657,0.8696,2.0517
Qatar,Belgium,0.334826,0.229015,0.43616,0.16216908450311002,0.168968,0.6191556453704834,0.9318,1.9915
Qatar,Egypt,0.245475,0.301166,0.453359,0.2613439545684715,0.137805,0.3117240369319916,0.8664,1.1733
Qatar,Iran,0.277873,0.266098,0.456029,0.1627155815776672,0.171153,0.4645811915397644,0.8325,1.7935
Qatar,New Zealand,0.239335,0.236903,0.523761,0.11561750833219384,0.344386,0.27479127049446106,0.7792,2.1605
Qatar,Bosnia and Herzegovina,0.498595,0.235074,0.266331,0.5121593770191365,0.331291,0.6117982864379883,1.6218,0.9933
Qatar,Canada,0.25467,0.297068,0.448261,0.1356784101486562,0.247212,0.3703185021877289,0.7698,1.919
Qatar,Switzerland,0.276109,0.262448,0.461443,0.1859743643799651,0.158247,0.44804975390434265,0.9591,1.8387
Qatar,Brazil,0.208258,0.223611,0.568131,0.0352026513657334,0.188294,0.38330087065696716,0.4796,2.8748
Qatar,Haiti,0.408957,0.258094,0.332949,0.4056645320225917,0.215056,0.557738721370697,1.5234,1.3544
Qatar,Morocco,0.275463,0.251803,0.472734,0.1253600712688485,0.070706,0.5681715607643127,0.5995,1.6397
Qatar,Scotland,0.29842,0.262994,0.438586,0.31187369680282506,0.204695,0.3564213514328003,1.1805,1.3796
Qatar,Cape Verde,0.402278,0.276619,0.321103,0.47815633625970283,0.255562,0.4423781931400299,1.4161,0.9129
Qatar,Saudi Arabia,0.306452,0.285098,0.40845,0.2564761453958485,0.303303,0.35503530502319336,0.8778,1.2198
Qatar,Spain,0.243477,0.233777,0.522746,0.07380444658931307,0.057919,0.5398533344268799,0.6968,2.5733
Qatar,Uruguay,0.231924,0.237677,0.530399,0.07635846060119826,0.245247,0.36577466130256653,0.5378,2.1043
Qatar,Colombia,0.27434,0.211512,0.514148,0.055296080787494345,0.189641,0.5405694246292114,0.5873,2.6517
Qatar,DR Congo,0.293181,0.313424,0.393395,0.3161258666031962,0.146915,0.38189637660980225,0.9906,1.0821
Qatar,Portugal,0.297254,0.227834,0.474912,0.12153209642227014,0.157562,0.564751923084259,0.8415,2.2262
Qatar,Uzbekistan,0.345943,0.266181,0.387875,0.21221246088267443,0.20206,0.5777594447135925,0.786,1.3294
Qatar,Croatia,0.227005,0.269798,0.503197,0.1835349598261623,0.157717,0.31928297877311707,0.8763,1.7051
Qatar,England,0.329549,0.207445,0.463006,0.09702546651870969,0.075835,0.7352761030197144,0.6232,2.0275
Qatar,Ghana,0.406004,0.272295,0.321701,0.3515539210328056,0.261202,0.5651934146881104,1.1868,1.1866
Qatar,Panama,0.251477,0.26524,0.483283,0.257945906291629,0.199412,0.2846277356147766,1.0716,1.5253
Qatar,Curaçao,0.298413,0.26488,0.436707,0.3364093659708548,0.214039,0.32668963074684143,1.1409,1.1976
Qatar,Ecuador,0.286132,0.236177,0.477692,0.08749566792491187,0.185266,0.5456383228302002,0.4893,1.7995
Qatar,Germany,0.310895,0.216783,0.472321,0.13130854953405793,0.13451,0.609546959400177,0.9456,2.3304
Qatar,Ivory Coast,0.346973,0.271672,0.381355,0.2791403744635663,0.145835,0.5608795881271362,0.9466,1.2055
Qatar,Czech Republic,0.316649,0.269619,0.413731,0.3463449747440763,0.287242,0.3112899959087372,1.2693,1.3233
Qatar,Mexico,0.342533,0.254273,0.403194,0.14321189562151226,0.220561,0.618536114692688,0.7044,1.7046
Qatar,South Africa,0.417558,0.255062,0.32738,0.3877339638989365,0.260197,0.5634135603904724,1.2764,1.1341
Qatar,South Korea,0.354002,0.236103,0.409894,0.16060016363306487,0.170106,0.6710753440856934,0.8112,1.7696
Qatar,France,0.213121,0.237653,0.549226,0.11323808267475038,0.09545,0.3939332067966461,0.7254,2.0678
Qatar,Iraq,0.347979,0.275674,0.376347,0.2849728335601461,0.225449,0.49833959341049194,0.9393,1.1627
Qatar,Norway,0.366765,0.223943,0.409292,0.22465280875111723,0.105007,0.6949268579483032,1.1137,1.8135
Qatar,Senegal,0.254147,0.289686,0.456167,0.19516724248175224,0.102219,0.4228796660900116,0.8105,1.4932
Qatar,Japan,0.309472,0.220203,0.470325,0.08863377896204888,0.136611,0.6436223983764648,0.6466,2.2041
Qatar,Netherlands,0.231013,0.259962,0.509025,0.14769524754300511,0.144018,0.37344875931739807,0.9212,2.1086
Qatar,Sweden,0.281578,0.25228,0.466142,0.3055824515853485,0.304917,0.24183739721775055,1.2898,1.5699
Qatar,Tunisia,0.336464,0.2842,0.379336,0.26889660905268364,0.199798,0.5016671419143677,0.8922,1.174
Switzerland,Algeria,0.467843,0.267888,0.264268,0.45803747562252917,0.30436,0.599786639213562,1.4069,0.9847
Switzerland,Argentina,0.367123,0.229659,0.403218,0.09558924718185069,0.31594,0.6567029356956482,0.5278,1.7981
Switzerland,Austria,0.529686,0.25585,0.214464,0.4603983782567932,0.451961,0.6521815657615662,1.3751,0.9392
Switzerland,Jordan,0.39168,0.286931,0.321389,0.43099020826068535,0.480042,0.2889118790626526,1.2875,0.9591
Switzerland,Australia,0.32768,0.288247,0.384073,0.2825130511819897,0.385763,0.3257948160171509,0.9294,1.1602
Switzerland,Paraguay,0.450826,0.274638,0.274536,0.2566062511504577,0.48545,0.6044137477874756,0.7881,1.0666
Switzerland,Turkey,0.498355,0.234237,0.267408,0.47497372233569324,0.314535,0.658138632774353,1.5516,1.0741
Switzerland,United States,0.338702,0.256211,0.405087,0.2939779060928059,0.518322,0.24505749344825745,1.0785,1.3274
Switzerland,Belgium,0.47529,0.243032,0.281678,0.32249509600305015,0.385559,0.6840338706970215,1.1557,1.2885
Switzerland,Egypt,0.359321,0.305826,0.334853,0.4162992078206192,0.338101,0.3225766718387604,1.0746,0.7591
Switzerland,Iran,0.420573,0.281253,0.298174,0.31283305365014247,0.388639,0.5442100167274475,1.0326,1.1604
Switzerland,New Zealand,0.373149,0.272929,0.353923,0.25112845787863586,0.563818,0.34268367290496826,0.9664,1.3979
Switzerland,Bosnia and Herzegovina,0.643867,0.217177,0.138956,0.689888081313768,0.554065,0.6688033938407898,2.0116,0.6427
Switzerland,Canada,0.395594,0.31857,0.285836,0.2749103575159427,0.479824,0.44389304518699646,0.9548,1.2416
Switzerland,Qatar,0.544803,0.246809,0.208388,0.5726376198219838,0.581753,0.49129030108451843,1.8387,0.9591
Switzerland,Brazil,0.327402,0.254945,0.417652,0.10457023032935453,0.411794,0.4700452387332916,0.5948,1.86
Switzerland,Haiti,0.575484,0.234365,0.19015,0.6045954425253739,0.444715,0.6468498706817627,1.8895,0.8763
Switzerland,Morocco,0.352801,0.287,0.360199,0.24348410258366013,0.206999,0.5634817481040955,0.7436,1.0609
Switzerland,Scotland,0.455184,0.259263,0.285553,0.49626763915591693,0.432404,0.43431204557418823,1.4642,0.8926
Switzerland,Cape Verde,0.55683,0.25041,0.192761,0.6496936332246901,0.488246,0.5224983096122742,1.7564,0.5906
Switzerland,Saudi Arabia,0.453972,0.286098,0.25993,0.413177061733047,0.531742,0.4332454800605774,1.0888,0.7892
Switzerland,Spain,0.309369,0.27416,0.416471,0.18576340269954184,0.176049,0.523881196975708,0.8642,1.6649
Switzerland,Uruguay,0.359141,0.274658,0.366201,0.17446165619775586,0.477802,0.4407435357570648,0.6671,1.3615
Switzerland,Colombia,0.396451,0.242121,0.361428,0.1475797986916809,0.413541,0.6137584447860718,0.7285,1.7157
Switzerland,DR Congo,0.411406,0.311114,0.27748,0.4797488185498643,0.352699,0.39232927560806274,1.2286,0.7001
Switzerland,Portugal,0.407527,0.25355,0.338923,0.26472869650702746,0.368979,0.568557858467102,1.0437,1.4404
Switzerland,Uzbekistan,0.487886,0.272084,0.24003,0.35951886167963404,0.429188,0.6507169604301453,0.9749,0.8601
Switzerland,Croatia,0.344617,0.285621,0.369762,0.34038233977242943,0.369211,0.3300474286079407,1.0869,1.1032
Switzerland,England,0.406378,0.242004,0.351618,0.2112042306261521,0.218783,0.7278683185577393,0.773,1.3118
Switzerland,Ghana,0.556997,0.261097,0.181906,0.5307368449808457,0.493786,0.628791093826294,1.472,0.7678
Switzerland,Panama,0.408026,0.270631,0.321344,0.4360699105278011,0.425921,0.3686406910419464,1.3291,0.9869
Switzerland,Curaçao,0.454194,0.256898,0.288908,0.5133880136534269,0.44353,0.40746667981147766,1.4151,0.7749
Switzerland,Ecuador,0.411612,0.264395,0.323994,0.18399038910148663,0.407828,0.6249567270278931,0.6069,1.1643
Switzerland,Germany,0.41138,0.248078,0.340542,0.2868788090929201,0.332664,0.5856808423995972,1.1729,1.5078
Switzerland,Ivory Coast,0.456835,0.278626,0.264539,0.4420720207964534,0.351,0.5500343441963196,1.1741,0.78
Switzerland,Czech Republic,0.477529,0.260586,0.261885,0.5344215397035944,0.517932,0.3945491909980774,1.5744,0.8562
Switzerland,Mexico,0.477442,0.269004,0.253554,0.2765101558604639,0.451049,0.6830989122390747,0.8737,1.1029
Switzerland,South Africa,0.578115,0.234199,0.187686,0.5688546131462295,0.492808,0.6507968902587891,1.5832,0.7337
Switzerland,South Korea,0.494169,0.244102,0.261729,0.30815633739860954,0.387167,0.7466145753860474,1.0062,1.1449
Switzerland,France,0.310777,0.269394,0.419829,0.24269337559405624,0.260851,0.41126468777656555,0.8997,1.3379
Switzerland,Iraq,0.500333,0.268797,0.23087,0.4464635772546411,0.456554,0.5830540657043457,1.165,0.7522
Switzerland,Norway,0.471549,0.239175,0.289276,0.4076620693218888,0.279781,0.6747647523880005,1.3813,1.1734
Switzerland,Senegal,0.350715,0.310224,0.339061,0.3452239841481014,0.274357,0.41318458318710327,1.0053,0.9661
Switzerland,Japan,0.399936,0.258281,0.341783,0.20237026479894618,0.33614,0.6305906176567078,0.802,1.4261
Switzerland,Netherlands,0.349199,0.286205,0.364596,0.3045875232635173,0.348125,0.39126282930374146,1.1426,1.3643
Switzerland,Sweden,0.437542,0.249613,0.312845,0.5011692844458188,0.533088,0.30688637495040894,1.5998,1.0157
Switzerland,Tunisia,0.484534,0.279047,0.23642,0.42634190508460756,0.426399,0.5820431113243103,1.1066,0.7596
Brazil,Algeria,0.562504,0.228945,0.208552,0.7625913059050947,0.264677,0.6013138890266418,2.1996,0.4924
Brazil,Argentina,0.426728,0.273649,0.299623,0.301519221572636,0.275702,0.656032145023346,0.8252,0.899
Brazil,Austria,0.619365,0.218484,0.162151,0.7600267929258835,0.411198,0.645743191242218,2.15,0.4696
Brazil,Jordan,0.485098,0.250743,0.264159,0.7330411732832339,0.44062,0.2892332971096039,2.013,0.4795
Brazil,Australia,0.391876,0.275412,0.332712,0.577644239657248,0.343842,0.256181538105011,1.4531,0.5801
Brazil,Paraguay,0.533356,0.268922,0.197722,0.528018427566648,0.446346,0.6036894917488098,1.2322,0.5333
Brazil,Turkey,0.594677,0.194577,0.210746,0.7871506379869496,0.27436,0.657433032989502,2.4259,0.537
Brazil,United States,0.438493,0.240261,0.321246,0.6132699379428775,0.48158,0.24447603523731232,1.6863,0.6637
Brazil,Belgium,0.552841,0.230122,0.217037,0.646410565878407,0.34364,0.6235448122024536,1.8069,0.6442
Brazil,Egypt,0.443784,0.269775,0.286441,0.6931871791364309,0.297018,0.3234509825706482,1.6802,0.3796
Brazil,Iran,0.485096,0.271769,0.243136,0.6191130588421239,0.346713,0.4651673138141632,1.6144,0.5802
Brazil,New Zealand,0.470219,0.265794,0.263986,0.5596616889876189,0.531585,0.34138187766075134,1.511,0.6989
Brazil,Bosnia and Herzegovina,0.711808,0.167444,0.120748,0.9070740776344931,0.520741,0.6748350262641907,3.1451,0.3213
Brazil,Canada,0.486998,0.30984,0.203163,0.5766026529688077,0.44039,0.4391629993915558,1.4928,0.6208
Brazil,Qatar,0.633524,0.201028,0.165448,0.85521619418597,0.551706,0.49000033736228943,2.8748,0.4796
Brazil,Switzerland,0.492418,0.25572,0.251862,0.6713451486982451,0.328206,0.450370728969574,1.86,0.5948
Brazil,Haiti,0.655867,0.18749,0.156644,0.8708799411037627,0.40369,0.6465631127357483,2.9541,0.4382
Brazil,Morocco,0.435643,0.281903,0.282454,0.5071979441072224,0.174913,0.5654371380805969,1.1626,0.5304
Brazil,Scotland,0.544753,0.216553,0.238694,0.78827762967036,0.39101,0.4350978434085846,2.2892,0.4463
Brazil,Cape Verde,0.624557,0.204258,0.171185,0.8782679130212363,0.449315,0.5216406583786011,2.7461,0.2953
Brazil,Saudi Arabia,0.540282,0.250503,0.209215,0.693650946456284,0.496179,0.4315964877605438,1.7023,0.3946
Brazil,Spain,0.40382,0.28707,0.30911,0.48053216374495217,0.147433,0.5255793333053589,1.3512,0.8325
Brazil,Uruguay,0.435093,0.291831,0.273076,0.4263605808358202,0.438254,0.4407934546470642,1.0429,0.6807
Brazil,Colombia,0.475413,0.267228,0.257359,0.4117272233899396,0.37177,0.6122064590454102,1.1389,0.8578
Brazil,DR Congo,0.494215,0.267888,0.237897,0.7513398616389798,0.311215,0.39397385716438293,1.9209,0.3501
Brazil,Portugal,0.503343,0.250064,0.246594,0.5846982157373789,0.327198,0.5604972243309021,1.6318,0.7202
Brazil,Uzbekistan,0.574,0.244142,0.181858,0.6406526047678512,0.387714,0.6523743867874146,1.5242,0.4301
Brazil,Croatia,0.435214,0.266252,0.298534,0.6475230353749626,0.327427,0.31988728046417236,1.6994,0.5516
Brazil,England,0.49122,0.248485,0.260295,0.4857316311548028,0.185506,0.7260707020759583,1.2085,0.6559
Brazil,Ghana,0.640236,0.216162,0.143602,0.8053492491212265,0.455212,0.626607358455658,2.3015,0.3839
Brazil,Panama,0.502809,0.23355,0.263641,0.7412821727102453,0.384372,0.3712894320487976,2.078,0.4934
Brazil,Curaçao,0.538453,0.212932,0.248615,0.791101508049482,0.402465,0.4070156216621399,2.2125,0.3874
Brazil,Ecuador,0.455767,0.284046,0.260187,0.42081149694370085,0.365988,0.5555722117424011,0.9489,0.5822
Brazil,Germany,0.516464,0.235176,0.24836,0.6233620209589864,0.291761,0.586495041847229,1.8338,0.7539
Brazil,Ivory Coast,0.541204,0.241553,0.217243,0.7233610742389234,0.309556,0.5468558073043823,1.8357,0.39
Brazil,Czech Republic,0.563963,0.217097,0.21894,0.8171899123224173,0.481158,0.3920188248157501,2.4614,0.4281
Brazil,Mexico,0.562673,0.259437,0.177889,0.5619657278054232,0.410251,0.6778895854949951,1.3661,0.5514
Brazil,South Africa,0.657833,0.187614,0.154554,0.8329329914906302,0.45417,0.6489765644073486,2.4752,0.3669
Brazil,South Korea,0.560338,0.240984,0.198678,0.6110556100537287,0.345243,0.6751008033752441,1.5731,0.5725
Brazil,France,0.402921,0.267078,0.330001,0.5397920977638805,0.223924,0.41088080406188965,1.4066,0.6689
Brazil,Iraq,0.583788,0.230071,0.186141,0.724453112038646,0.415975,0.5798321962356567,1.8215,0.3761
Brazil,Norway,0.573789,0.205824,0.220387,0.7320248192019148,0.241525,0.6771872043609619,2.1597,0.5867
Brazil,Senegal,0.441039,0.285713,0.273248,0.636710886368168,0.236462,0.41384559869766235,1.5718,0.483
Brazil,Japan,0.486444,0.265938,0.247618,0.4838380737516499,0.29512,0.63265460729599,1.254,0.713
Brazil,Netherlands,0.448614,0.271406,0.27998,0.6316252638780375,0.306753,0.3859902024269104,1.7865,0.6821
Brazil,Sweden,0.532731,0.207453,0.259816,0.804498124231278,0.49765,0.3077709972858429,2.5012,0.5079
Brazil,Tunisia,0.569606,0.241844,0.18855,0.7041672330042901,0.38486,0.5840230584144592,1.7301,0.3798
Haiti,Algeria,0.374426,0.262154,0.36342,0.24280845901116427,0.234499,0.6013138890266418,1.0363,1.564
Haiti,Argentina,0.32514,0.184992,0.489868,0.027049438818558758,0.244915,0.6611073017120361,0.3888,2.8559
Haiti,Austria,0.432948,0.253226,0.313827,0.24821306104068816,0.377585,0.6453985571861267,1.0129,1.4917
Haiti,Jordan,0.300352,0.277463,0.422184,0.2265763945652392,0.407583,0.28798380494117737,0.9484,1.5233
Haiti,Australia,0.226101,0.257387,0.516512,0.12496243523940716,0.310536,0.25617119669914246,0.6846,1.8427
Haiti,Paraguay,0.381833,0.243474,0.374693,0.1158465564903861,0.413473,0.6040332913398743,0.5805,1.694
Haiti,Turkey,0.399442,0.229617,0.370941,0.2472798502756747,0.243644,0.6572586894035339,1.1429,1.7059
Haiti,United States,0.260048,0.224645,0.515306,0.12298886920846576,0.45009,0.24396242201328278,0.7945,2.1083
Haiti,Belgium,0.367168,0.225319,0.407513,0.1399143022175161,0.310337,0.6200441122055054,0.8513,2.0464
Haiti,Egypt,0.27576,0.298507,0.425733,0.23346039467344176,0.26521,0.32280635833740234,0.7916,1.2057
Haiti,Iran,0.310097,0.263817,0.426086,0.14135147857461744,0.313348,0.46370598673820496,0.7606,1.843
Haiti,New Zealand,0.303875,0.234241,0.461884,0.09880525945812746,0.503192,0.3437117636203766,0.7119,2.2202
Haiti,Bosnia and Herzegovina,0.553184,0.235841,0.210975,0.46946104319899296,0.491561,0.6769266724586487,1.4818,1.0207
Haiti,Canada,0.317738,0.29015,0.392112,0.11711857802489324,0.407347,0.43591800332069397,0.7033,1.972
Haiti,Qatar,0.445055,0.252849,0.302096,0.3300729009091361,0.524944,0.4913438856601715,1.3544,1.5234
Haiti,Switzerland,0.3063,0.26081,0.43289,0.1615967988992268,0.295285,0.44839808344841003,0.8763,1.8895
Haiti,Brazil,0.248403,0.220058,0.531539,0.02918029355604219,0.33631,0.3850654363632202,0.4382,2.9541
Haiti,Morocco,0.291615,0.251963,0.456422,0.10923247052440056,0.151704,0.5654371380805969,0.5477,1.685
Haiti,Scotland,0.329639,0.264345,0.406016,0.27786889167905204,0.357254,0.35675951838493347,1.0786,1.4177
Haiti,Cape Verde,0.462102,0.274126,0.263773,0.4378360940437936,0.416534,0.5187917947769165,1.2938,0.9381
Haiti,Saudi Arabia,0.370713,0.278795,0.350493,0.2286878670632594,0.465453,0.4308474361896515,0.802,1.2535
Haiti,Spain,0.258109,0.23073,0.511161,0.06195651709721493,0.12705,0.5380123257637024,0.6366,2.6443
Haiti,Uruguay,0.300415,0.234173,0.465412,0.06523977715552967,0.405155,0.43917813897132874,0.4914,2.1623
Haiti,Colombia,0.312806,0.208902,0.478292,0.04623987831857822,0.338067,0.5403371453285217,0.5366,2.7249
Haiti,DR Congo,0.324377,0.311869,0.363754,0.2843352917680529,0.278844,0.3956296741962433,0.905,1.1119
Haiti,Portugal,0.328038,0.225401,0.446561,0.10366433028197271,0.294306,0.5608893036842346,0.7688,2.2877
Haiti,Uzbekistan,0.380446,0.265239,0.354315,0.1879574507230362,0.353955,0.5783680081367493,0.7181,1.3661
Haiti,Croatia,0.256792,0.269801,0.473407,0.16016996787927984,0.294528,0.31778484582901,0.8007,1.7522
Haiti,England,0.345843,0.20409,0.450067,0.0832195013248718,0.161292,0.7274228930473328,0.5694,2.0835
Haiti,Ghana,0.46065,0.268162,0.271188,0.3160696812314965,0.422626,0.6229353547096252,1.0843,1.2194
Haiti,Panama,0.283699,0.264882,0.451419,0.22777023415886516,0.350614,0.28512874245643616,0.979,1.5674
Haiti,Curaçao,0.330569,0.264036,0.405394,0.3019855547370076,0.368765,0.32829463481903076,1.0424,1.2307
Haiti,Ecuador,0.323025,0.234168,0.442807,0.07564968856979747,0.332335,0.5447958707809448,0.4471,1.8492
Haiti,Germany,0.330195,0.216463,0.453343,0.11168984925019965,0.260186,0.5848838090896606,0.864,2.3948
